"S_No","Price","Date of Transfer","Postcode","Town","District","County","Partial_Postcode"
71125,221175,2022,"BS3 3NU","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS3 3"
71126,247200,2022,"BS5 6RB","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS5 6"
71147,575000,2022,"BS8 2BA","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS8 2"
71148,450000,2022,"BS8 2BA","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS8 2"
71153,325000,2022,"BS8 2BA","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS8 2"
71154,350000,2022,"BS8 2BA","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS8 2"
71155,205000,2022,"BS3 3PZ","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS3 3"
71156,187500,2022,"BS15 1PB","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS15 "
71157,312000,2022,"BS8 1SY","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS8 1"
71158,175000,2022,"BS16 3DW","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS16 "
71196,195000,2022,"BS5 8AQ","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS5 8"
71250,395000,2022,"TR3 7JR","TRURO","CORNWALL","CORNWALL","TR3 7"
71251,170000,2022,"TR19 7HG","PENZANCE","CORNWALL","CORNWALL","TR19 "
71290,290000,2022,"BS3 1RH","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS3 1"
71303,160000,2022,"TR19 7HG","PENZANCE","CORNWALL","CORNWALL","TR19 "
71359,285500,2022,"BS6 5EX","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS6 5"
71372,325000,2022,"PL26 6EA","ST AUSTELL","CORNWALL","CORNWALL","PL26 "
71373,425000,2022,"TR4 8PH","TRURO","CORNWALL","CORNWALL","TR4 8"
71635,204500,2022,"BS7 0BJ","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS7 0"
71636,223500,2022,"BS5 6SH","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS5 6"
71637,89999,2022,"BS7 8BG","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS7 8"
71680,146500,2022,"BS4 3EZ","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS4 3"
71681,165000,2022,"BS5 6SD","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS5 6"
71707,360000,2022,"BS7 9LR","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS7 9"
71736,464850,2022,"BS8 2BG","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS8 2"
71737,195000,2022,"BS3 3NU","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS3 3"
71738,195000,2022,"BS3 3NU","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS3 3"
71739,185000,2022,"BS3 3NU","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS3 3"
71740,195000,2022,"BS3 3NU","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS3 3"
71741,190000,2022,"BS3 3NU","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS3 3"
71750,405600,2022,"BS8 1SF","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS8 1"
71854,169950,2022,"TR9 6GE","ST COLUMB","CORNWALL","CORNWALL","TR9 6"
71934,106000,2022,"TR14 8PF","CAMBORNE","CORNWALL","CORNWALL","TR14 "
71949,71000,2022,"TR18 3DW","PENZANCE","CORNWALL","CORNWALL","TR18 "
72022,310000,2022,"BS8 2HA","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS8 2"
72155,933334,2023,"TR12 6TJ","HELSTON","CORNWALL","CORNWALL","TR12 "
72156,217000,2023,"BS8 4DS","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS8 4"
72157,217000,2023,"BS1 6FF","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS1 6"
72193,220000,2023,"PL13 2HB","LOOE","CORNWALL","CORNWALL","PL13 "
72194,340000,2023,"TR3 7AH","TRURO","CORNWALL","CORNWALL","TR3 7"
72222,140000,2023,"BS16 3AH","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS16 "
72223,2e+05,2023,"BS3 1AR","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS3 1"
72227,36900,2023,"PL25 3AP","ST AUSTELL","CORNWALL","CORNWALL","PL25 "
72228,25920,2023,"PL25 3AL","ST AUSTELL","CORNWALL","CORNWALL","PL25 "
72229,25000,2023,"PL13 1AL","LOOE","CORNWALL","CORNWALL","PL13 "
72419,560000,2023,"TR13 9JE","HELSTON","CORNWALL","CORNWALL","TR13 "
72420,77000,2023,"TR18 3DW","PENZANCE","CORNWALL","CORNWALL","TR18 "
72431,216000,2023,"TR26 2SF","ST IVES","CORNWALL","CORNWALL","TR26 "
72555,162500,2023,"BS4 3LF","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS4 3"
72556,264000,2023,"BS5 7DR","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS5 7"
72557,120000,2023,"BS4 3EN","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS4 3"
72558,188000,2023,"BS3 1BH","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS3 1"
72559,375000,2023,"BS6 5DG","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS6 5"
72560,375000,2023,"BS6 5DG","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS6 5"
72561,375000,2023,"BS6 5DG","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS6 5"
72562,375000,2023,"BS6 5DG","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS6 5"
72563,220000,2023,"BS4 3EU","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS4 3"
72609,450000,2023,"BS8 4BG","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS8 4"
72871,275000,2023,"BS7 8NR","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS7 8"
72890,895000,2023,"TR2 5BP","TRURO","CORNWALL","CORNWALL","TR2 5"
72986,350000,2023,"TR26 2NR","ST IVES","CORNWALL","CORNWALL","TR26 "
72987,185000,2023,"TR16 4LA","REDRUTH","CORNWALL","CORNWALL","TR16 "
72998,220000,2023,"PL10 1AW","TORPOINT","CORNWALL","CORNWALL","PL10 "
73012,93000,2023,"PL26 8RD","ST AUSTELL","CORNWALL","CORNWALL","PL26 "
73019,505000,2023,"TR26 2QS","ST IVES","CORNWALL","CORNWALL","TR26 "
73030,145000,2023,"TR18 3DD","PENZANCE","CORNWALL","CORNWALL","TR18 "
73031,160000,2023,"TR2 5NH","TRURO","CORNWALL","CORNWALL","TR2 5"
73047,240000,2023,"TR8 5DP","NEWQUAY","CORNWALL","CORNWALL","TR8 5"
73058,192500,2023,"TR15 3ES","REDRUTH","CORNWALL","CORNWALL","TR15 "
73104,328000,2023,"TR27 5AF","HAYLE","CORNWALL","CORNWALL","TR27 "
73109,189950,2023,"BS3 3PZ","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS3 3"
73110,142500,2023,"BS16 2HX","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS16 "
73111,375000,2023,"BS6 6AH","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS6 6"
73112,212000,2023,"BS11 0FH","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS11 "
73119,390000,2023,"PL26 6JG","ST AUSTELL","CORNWALL","CORNWALL","PL26 "
73149,2e+05,2023,"TR27 5AF","HAYLE","CORNWALL","CORNWALL","TR27 "
73150,6e+05,2023,"TR26 2TE","ST IVES","CORNWALL","CORNWALL","TR26 "
73234,290000,2023,"BS8 4PZ","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS8 4"
73243,305000,2023,"BS9 2RE","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS9 2"
73346,309250,2023,"BS8 3AX","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS8 3"
73713,415000,2023,"BS8 3EU","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS8 3"
73714,345000,2023,"BS9 3BJ","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS9 3"
73755,511250,2023,"BS6 7DT","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS6 7"
73796,222000,2023,"BS4 3LE","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS4 3"
74126,450000,2023,"BS8 4LW","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS8 4"
74127,495000,2023,"BS8 4LN","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS8 4"
74185,355000,2023,"BS8 4PZ","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS8 4"
74186,112000,2023,"BS5 8AJ","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS5 8"
74206,247500,2023,"TR27 5AF","HAYLE","CORNWALL","CORNWALL","TR27 "
74212,175000,2023,"BS3 3NA","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS3 3"
74216,258000,2023,"BS7 8HX","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS7 8"
74232,262500,2023,"PL27 6TR","WADEBRIDGE","CORNWALL","CORNWALL","PL27 "
74233,805000,2023,"TR8 5RG","NEWQUAY","CORNWALL","CORNWALL","TR8 5"
74234,235000,2023,"PL13 1AL","LOOE","CORNWALL","CORNWALL","PL13 "
74244,265000,2023,"BS6 6RH","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS6 6"
74245,185000,2023,"BS9 2RE","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS9 2"
74251,190000,2023,"BS11 9TX","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS11 "
74252,232500,2023,"BS6 5DU","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS6 5"
74284,335000,2023,"BS8 2DG","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS8 2"
74291,317500,2023,"BS3 1FE","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS3 1"
74292,205000,2023,"BS3 4DL","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS3 4"
74293,265000,2023,"BS5 8EE","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS5 8"
74296,126000,2023,"TR15 3DY","REDRUTH","CORNWALL","CORNWALL","TR15 "
74300,212000,2023,"BS5 8JP","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS5 8"
74330,217500,2023,"BS6 5DS","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS6 5"
74331,475000,2023,"BS8 4HA","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS8 4"
74334,755000,2023,"BS6 6BJ","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS6 6"
74341,950000,2023,"BS6 6BJ","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS6 6"
74342,422000,2023,"BS6 6AH","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS6 6"
74343,120000,2023,"TR19 7HE","PENZANCE","CORNWALL","CORNWALL","TR19 "
74362,179000,2023,"TR11 5BJ","FALMOUTH","CORNWALL","CORNWALL","TR11 "
74363,85000,2023,"PL26 8RD","ST AUSTELL","CORNWALL","CORNWALL","PL26 "
74364,295000,2023,"TR26 2PD","ST IVES","CORNWALL","CORNWALL","TR26 "
74391,465000,2023,"BS8 4HA","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS8 4"
74394,82500,2023,"TR27 6HG","HAYLE","CORNWALL","CORNWALL","TR27 "
74436,220000,2023,"BS4 5RT","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS4 5"
74437,280000,2023,"BS3 4AP","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS3 4"
74438,190000,2023,"BS2 8UY","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS2 8"
74444,650000,2023,"BS8 3BA","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS8 3"
74450,220000,2023,"TR13 9EF","HELSTON","CORNWALL","CORNWALL","TR13 "
74451,325000,2023,"TR2 4EE","TRURO","CORNWALL","CORNWALL","TR2 4"
74467,134000,2023,"EX23 9QY","BUDE","CORNWALL","CORNWALL","EX23 "
74468,81000,2023,"TR20 8YN","PENZANCE","CORNWALL","CORNWALL","TR20 "
74490,785000,2023,"TR27 6AL","HAYLE","CORNWALL","CORNWALL","TR27 "
74531,572500,2023,"TR27 6PR","HAYLE","CORNWALL","CORNWALL","TR27 "
74790,335000,2023,"BS7 9LR","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS7 9"
74827,305000,2023,"BS9 3HG","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS9 3"
74828,116000,2023,"BS6 7EJ","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS6 7"
74829,125000,2023,"BS3 1JQ","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS3 1"
74830,250000,2023,"BS3 1JQ","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS3 1"
74894,475000,2023,"BS9 1PE","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS9 1"
74895,312000,2023,"BS9 3BL","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS9 3"
74896,410000,2023,"BS8 2BG","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS8 2"
75748,775000,2023,"BS10 7DG","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS10 "
75776,225000,2023,"TR4 8LP","TRURO","CORNWALL","CORNWALL","TR4 8"
75808,185000,2023,"BS3 3NL","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS3 3"
75809,230000,2023,"BS7 0EX","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS7 0"
75840,310000,2023,"BS7 9LT","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS7 9"
75841,237500,2023,"BS5 9AG","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS5 9"
75867,265000,2023,"BS7 0FF","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS7 0"
75869,80000,2023,"TR20 8YN","PENZANCE","CORNWALL","CORNWALL","TR20 "
75889,165000,2023,"BS11 0RJ","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS11 "
75919,280000,2023,"BS6 6JB","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS6 6"
75920,355000,2023,"BS5 9FN","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS5 9"
75921,195000,2023,"BS5 8HT","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS5 8"
75926,80000,2023,"TR27 6HG","HAYLE","CORNWALL","CORNWALL","TR27 "
75930,235000,2023,"BS3 3LH","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS3 3"
75942,2e+05,2023,"BS2 0DF","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS2 0"
75951,760000,2023,"BS8 4AW","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS8 4"
75976,205000,2023,"BS10 5LG","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS10 "
75977,240000,2023,"BS6 5SH","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS6 5"
75978,142000,2023,"BS5 6SD","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS5 6"
75984,207000,2023,"TR26 3HW","ST IVES","CORNWALL","CORNWALL","TR26 "
75996,425000,2023,"BS8 4BH","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS8 4"
76022,227500,2023,"TR27 5AF","HAYLE","CORNWALL","CORNWALL","TR27 "
76023,107500,2023,"PL26 8RE","ST AUSTELL","CORNWALL","CORNWALL","PL26 "
76063,265000,2023,"BS7 8ES","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS7 8"
76064,236000,2023,"BS13 8EX","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS13 "
76065,263000,2023,"BS3 4AP","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS3 4"
76082,175500,2023,"TR11 5BJ","FALMOUTH","CORNWALL","CORNWALL","TR11 "
76083,105000,2023,"TR15 3PB","REDRUTH","CORNWALL","CORNWALL","TR15 "
76105,405000,2023,"BS1 6LB","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS1 6"
76107,410000,2023,"BS6 6HZ","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS6 6"
76108,260000,2023,"BS4 3LG","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS4 3"
76121,180000,2023,"BS8 1SY","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS8 1"
76122,312500,2023,"BS7 8NT","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS7 8"
76127,190000,2023,"BS16 3TT","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS16 "
76128,360000,2023,"BS3 1DL","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS3 1"
76129,507000,2023,"BS8 4HH","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS8 4"
76156,362500,2023,"BS6 5AH","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS6 5"
76197,232000,2023,"TR19 6AX","PENZANCE","CORNWALL","CORNWALL","TR19 "
76198,160000,2023,"TR26 2FN","ST IVES","CORNWALL","CORNWALL","TR26 "
76212,405000,2023,"BS6 6NE","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS6 6"
76262,325000,2023,"PL13 2EL","LOOE","CORNWALL","CORNWALL","PL13 "
76292,2e+05,2023,"BS1 6FF","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS1 6"
76293,190800,2023,"BS2 0XA","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS2 0"
76331,775000,2023,"BS8 3EQ","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS8 3"
76356,435000,2023,"TR4 8PH","TRURO","CORNWALL","CORNWALL","TR4 8"
76377,535000,2023,"BS8 2HA","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS8 2"
76399,179000,2023,"TR2 5NH","TRURO","CORNWALL","CORNWALL","TR2 5"
76400,750000,2023,"TR27 6NF","HAYLE","CORNWALL","CORNWALL","TR27 "
76401,370000,2023,"TR2 5NH","TRURO","CORNWALL","CORNWALL","TR2 5"
76415,325000,2023,"BS8 3HZ","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS8 3"
76422,436000,2023,"BS8 4LL","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS8 4"
76437,566666,2023,"TR27 6NF","HAYLE","CORNWALL","CORNWALL","TR27 "
76438,566666,2023,"TR27 6NF","HAYLE","CORNWALL","CORNWALL","TR27 "
76942,5450,2023,"BS2 0XS","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS2 0"
77481,240000,2023,"PL26 6SZ","ST AUSTELL","CORNWALL","CORNWALL","PL26 "
77516,150000,2023,"PL13 2AQ","LOOE","CORNWALL","CORNWALL","PL13 "
77544,294750,2023,"BS6 6AT","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS6 6"
77545,460000,2023,"BS7 9LR","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS7 9"
77568,565000,2023,"PL26 6EB","ST AUSTELL","CORNWALL","CORNWALL","PL26 "
77569,565000,2023,"PL26 6EB","ST AUSTELL","CORNWALL","CORNWALL","PL26 "
77592,276500,2023,"BS7 8BN","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS7 8"
77593,308000,2023,"BS7 8DE","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS7 8"
77594,275000,2023,"BS6 5DJ","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS6 5"
77595,525000,2023,"BS7 9FG","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS7 9"
77611,135000,2023,"PL26 6RP","ST AUSTELL","CORNWALL","CORNWALL","PL26 "
77635,330000,2023,"BS7 9FG","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS7 9"
77636,245000,2023,"BS8 2JY","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS8 2"
77731,190000,2023,"BS8 4JW","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS8 4"
77734,255000,2023,"BS3 1JD","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS3 1"
77735,585000,2023,"BS8 2AL","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS8 2"
77738,225000,2023,"BS6 5EA","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS6 5"
77739,323000,2023,"BS6 6HW","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS6 6"
77745,418000,2023,"TR3 6LN","TRURO","CORNWALL","CORNWALL","TR3 6"
77746,139950,2023,"PL26 6RR","ST AUSTELL","CORNWALL","CORNWALL","PL26 "
77782,199000,2023,"BS11 9QB","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS11 "
77783,225000,2023,"BS11 9QB","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS11 "
77784,370000,2023,"BS8 2BG","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS8 2"
77785,185000,2023,"BS11 9TX","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS11 "
77788,180000,2023,"EX23 9DF","BUDE","CORNWALL","CORNWALL","EX23 "
77791,675000,2023,"PL25 3SQ","ST AUSTELL","CORNWALL","CORNWALL","PL25 "
77792,475000,2023,"TR27 6PR","HAYLE","CORNWALL","CORNWALL","TR27 "
77845,213000,2023,"TR8 5DN","NEWQUAY","CORNWALL","CORNWALL","TR8 5"
77944,315000,2023,"BS6 6AY","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS6 6"
77945,365000,2023,"BS6 6ND","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS6 6"
78015,195000,2023,"TR3 6LD","TRURO","CORNWALL","CORNWALL","TR3 6"
78016,235000,2023,"TR11 5BJ","FALMOUTH","CORNWALL","CORNWALL","TR11 "
78017,260000,2023,"PL26 7XD","ST AUSTELL","CORNWALL","CORNWALL","PL26 "
78054,3e+06,2023,"PL27 6JN","WADEBRIDGE","CORNWALL","CORNWALL","PL27 "
78055,217500,2023,"TR20 8AL","PENZANCE","CORNWALL","CORNWALL","TR20 "
78094,50000,2023,"PL26 8JQ","ST AUSTELL","CORNWALL","CORNWALL","PL26 "
78247,295100,2023,"BS3 1RS","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS3 1"
78248,245000,2023,"BS3 1HJ","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS3 1"
78283,250000,2023,"TR18 5BB","PENZANCE","CORNWALL","CORNWALL","TR18 "
78284,85000,2023,"PL26 8JW","ST AUSTELL","CORNWALL","CORNWALL","PL26 "
78285,355000,2023,"BS8 3EU","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS8 3"
78291,165000,2023,"BS13 8LD","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS13 "
78292,175000,2023,"BS5 6PX","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS5 6"
78352,458500,2023,"BS6 5HD","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS6 5"
78422,113000,2023,"EX23 9QY","BUDE","CORNWALL","CORNWALL","EX23 "
78483,390000,2023,"TR26 2PU","ST IVES","CORNWALL","CORNWALL","TR26 "
78484,215000,2023,"TR4 9NY","TRURO","CORNWALL","CORNWALL","TR4 9"
78534,460000,2023,"BS8 4HA","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS8 4"
78536,35000,2023,"PL26 6UL","ST AUSTELL","CORNWALL","CORNWALL","PL26 "
78537,8e+05,2023,"PL23 1FF","FOWEY","CORNWALL","CORNWALL","PL23 "
78538,145000,2023,"TR27 6HG","HAYLE","CORNWALL","CORNWALL","TR27 "
78569,167500,2023,"BS5 6SD","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS5 6"
78570,1e+05,2023,"BS5 8AJ","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS5 8"
78821,108000,2023,"BS16 3AA","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS16 "
78822,2e+05,2023,"BS2 0DF","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS2 0"
78823,2e+05,2023,"BS2 0DF","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS2 0"
78824,2e+05,2023,"BS2 0DF","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS2 0"
78825,1300000,2023,"BS8 1RE","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS8 1"
78826,400500,2023,"BS8 4BQ","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS8 4"
78864,120000,2023,"BS2 0BZ","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS2 0"
78867,30250,2023,"EX23 9QY","BUDE","CORNWALL","CORNWALL","EX23 "
78909,95000,2023,"TR15 3PU","REDRUTH","CORNWALL","CORNWALL","TR15 "
78910,310000,2023,"PL17 8AL","CALLINGTON","CORNWALL","CORNWALL","PL17 "
78911,360000,2023,"TR13 0RU","HELSTON","CORNWALL","CORNWALL","TR13 "
78947,210000,2023,"PL28 8QP","PADSTOW","CORNWALL","CORNWALL","PL28 "
79366,227000,2023,"BS8 3DR","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS8 3"
79367,315000,2023,"BS7 8HD","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS7 8"
79471,320250,2023,"BS3 1AX","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS3 1"
79490,292500,2023,"BS3 1RE","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS3 1"
79491,255000,2023,"BS3 1RF","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS3 1"
79492,195000,2023,"BS4 4RQ","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS4 4"
79536,190000,2023,"BS3 3NL","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS3 3"
79537,312000,2023,"BS6 5DU","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS6 5"
79538,218500,2023,"BS8 4JF","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS8 4"
79539,280000,2023,"BS10 7AD","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS10 "
79568,235000,2023,"BS7 9LU","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS7 9"
79569,312000,2023,"BS7 9LS","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS7 9"
79570,332500,2023,"BS7 9LS","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS7 9"
79597,180000,2023,"BS3 1AT","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS3 1"
79598,275000,2023,"BS2 0JB","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS2 0"
